Character,Transcriptions,Fanqie,Sixtuples,Identifiers
啂,nuwX,乃后,流開一上侯泥,1963
𡭾,nuwX,乃后,流開一上侯泥,1963
叜,suwX,蘇后,流開一上侯心,1964
叟,suwX,蘇后,流開一上侯心,1964
𠊯,suwX,蘇后,流開一上侯心,1964
傁,suwX,蘇后,流開一上侯心,1964
嗾,suwX;suwH;tshuwH,蘇后;蘇奏;倉奏,流開一上侯心;流開一去侯心;流開一去侯清,1964;3068;3073
𠻛,suwX,蘇后,流開一上侯心,1964
𥈃,suwX,蘇后,流開一上侯心,1964
擻,suwX,蘇后,流開一上侯心,1964
藪,suwX,蘇后,流開一上侯心,1964
䏂,suwX,蘇后,流開一上侯心,1964
廀,suwX,蘇后,流開一上侯心,1964
吼,xuwX;xuwH,呼后;呼漏,流開一上侯曉;流開一去侯曉,1965;3075
吽,xuwX,呼后,流開一上侯曉,1965
呴,xuwX;xjuH,呼后;香句,流開一上侯曉;遇合三去虞曉,1965;2323
㸸,xuwX;'uwX;khuwX,呼后;烏后;苦后,流開一上侯曉;流開一上侯影;流開一上侯溪,1965;1967;1970
𤘽,xuwX,呼后,流開一上侯曉,1965
䳝,phuwX,普后,流開一上侯滂,1966
毆,'uwX,烏后,流開一上侯影,1967
敺,'uwX,烏后,流開一上侯影,1967
𠙶,'uwX,烏后,流開一上侯影,1967
塸,'uwX,烏后,流開一上侯影,1967
慪,'uwX,烏后,流開一上侯影,1967
塿,luwX,郎斗,流開一上侯來,1968
甊,luwX,郎斗,流開一上侯來,1968
𪍣,luwX,郎斗,流開一上侯來,1968
㪹,luwX,郎斗,流開一上侯來,1968
䅹,luwX,郎斗,流開一上侯來,1968
走,tsuwX;tsuwH,子苟;則候,流開一上侯精;流開一去侯精,1969;3069
口,khuwX,苦后,流開一上侯溪,1970
扣,khuwX;khuwH,苦后;苦候,流開一上侯溪;流開一去侯溪,1970;3062
𤘘,khuwX,苦后,流開一上侯溪,1970
釦,khuwX,苦后,流開一上侯溪,1970
叩,khuwX,苦后,流開一上侯溪,1970
𧥣,khuwX,苦后,流開一上侯溪,1970
𨙫,khuwX,苦后,流開一上侯溪,1970
䕆,duwX,徒口,流開一上侯定,1971
𨪐,duwX,徒口,流開一上侯定,1971
𠁁,duwX,徒口,流開一上侯定,1971
趣,tshuwX;tshjuH,蒼苟;七句,流開一上侯清;遇合三去虞清,1973;2335
蚴,'jiwX,於糾,流開三上幽影,1974
糾,kjiwX,居黝,流開三上幽見,1975
赳,kjiwX,居黝,流開三上幽見,1975
寑,tshimX,七稔,深開三上侵清,1977
寢,tshimX,七稔,深開三上侵清,1977
𡪢,tshimX,七稔,深開三上侵清,1977
㾛,tshimX,七稔,深開三上侵清,1977
𡬓,tshimX,七稔,深開三上侵清,1977
𦯈,tshimX,七稔,深開三上侵清,1977
䤐,tshimX;tsimX,七稔;子朕,深開三上侵清;深開三上侵精,1977;1983
朕,drimX,直稔,深開三上侵澄,1978
𦩗,drimX,直稔,深開三上侵澄,1978
𦩎,drimX,直稔,深開三上侵澄,1978
栚,drimX,直稔,深開三上侵澄,1978
顩,drimX;ngjemX,直稔;魚檢,深開三上侵澄;咸開三上鹽疑,1978;2039
坅,khjimX,丘甚,深開三上侵溪,1979
廩,limX,力稔,深開三上侵來,1980
㐭,limX,力稔,深開三上侵來,1980
懍,limX,力稔,深開三上侵來,1980
菻,limX,力稔,深開三上侵來,1980
顲,limX;lomX;lomH,力稔;盧感;郎紺,深開三上侵來;咸開一上覃來;咸開一去覃來,1980;2017;3113
𤎭,limX,力稔,深開三上侵來,1980
癛,limX,力稔,深開三上侵來,1980
檁,limX,力稔,深開三上侵來,1980
澟,limX,力稔,深開三上侵來,1980
罧,simX;srimH,斯甚;所禁,深開三上侵心;深開三去侵生,1981;3092
伈,simX,斯甚,深開三上侵心,1981
踸,trhimX,丑甚,深開三上侵徹,1982
鍖,trhimX,丑甚,深開三上侵徹,1982
䫖,trhimX,丑甚,深開三上侵徹,1982
𡩻,tsimX,子朕,深開三上侵精,1983
䭙,tsimX,子朕,深開三上侵精,1983
荏,nyimX,如甚,深開三上侵日,1984
飪,nyimX,如甚,深開三上侵日,1984
餁,nyimX,如甚,深開三上侵日,1984
䭃,nyimX,如甚,深開三上侵日,1984
稔,nyimX,如甚,深開三上侵日,1984
栠,nyimX,如甚,深開三上侵日,1984
袵,nyimX,如甚,深開三上侵日,1984
䏕,nyimX,如甚,深開三上侵日,1984
䇮,nyimX,如甚,深開三上侵日,1984
棯,nyimX,如甚,深開三上侵日,1984
𢆉,nyimX,如甚,深開三上侵日,1984
腍,nyimX,如甚,深開三上侵日,1984
䪴,tsyimX;tomX,章荏;都感,深開三上侵章;咸開一上覃端,1985;2018
䫬,tsyimX,章荏,深開三上侵章,1985
邥,syimX,式任,深開三上侵書,1986
宷,syimX,式任,深開三上侵書,1986
審,syimX,式任,深開三上侵書,1986
㰂,syimX,式任,深開三上侵書,1986
瞫,syimX;domH,式任;徒紺,深開三上侵書;咸開一去覃定,1986;3109
諗,syimX,式任,深開三上侵書,1986
魫,syimX,式任,深開三上侵書,1986
淰,syimX;nemX;nreamX,式任;乃玷;女減,深開三上侵書;咸開四上添泥;咸開二上咸娘,1986;2053;2077
㜤,syimX;nemX,式任;乃玷,深開三上侵書;咸開四上添泥,1986;2053
𩶇,syimX,式任,深開三上侵書,1986
𧀯,syimX,式任,深開三上侵書,1986
嬸,syimX,式任,深開三上侵書,1986
葚,zyimX,食荏,深開三上侵船,1987
𣞵,zyimX,食荏,深開三上侵船,1987
甚,dzyimX;dzyimH,常枕;時鴆,深開三上侵常;深開三去侵常,1988;3099
瀋,tsyhimX,昌枕,深開三上侵昌,1989
墋,tsrhimX,初朕,深開三上侵初,1990
醦,tsrhimX;sreamX,初朕;所斬,深開三上侵初;咸開二上咸生,1990;2074
磣,tsrhimX,初朕,深開三上侵初,1990
拰,nrimX,尼凜,深開三上侵娘,1991
噤,gimX;gimH,渠飲;巨禁,深開三上侵群;深開三去侵群,1992;3088
䫴,gimX;hjwimH,渠飲;于禁,深開三上侵群;深開三去侵云,1992;3100
凚,gimX;gimH,渠飲;巨禁,深開三上侵群;深開三去侵群,1992;3088
錦,kimX,居飲,深開三上侵見,1993
蕈,dzimX,慈荏,深開三上侵從,1994
僸,ngimX;kimH,牛錦;居蔭,深開三上侵疑;深開三去侵見,1995;3089
趛,ngimX,牛錦,深開三上侵疑,1995
瘮,srimX,踈錦,深開三上侵生,1996
稟,pimX,筆錦,深開三上侵幫,1997
㱃,'imX,於錦,深開三上侵影,1998
飲,'imX;'imH,於錦;於禁,深開三上侵影;深開三去侵影,1998;3091
𤃷,'imX,於錦,深開三上侵影,1998
品,phimX,丕飲,深開三上侵滂,1999
𩖄,khimX,欽錦,深開三上侵溪,2000
𩒣,dzrimX,士㾕,深開三上侵崇,2004
感,komX,古禫,咸開一上覃見,2005
𥸡,komX,古禫,咸開一上覃見,2005
鱤,komX,古禫,咸開一上覃見,2005
贑,komX,古禫,咸開一上覃見,2005
䤗,komX,古禫,咸開一上覃見,2005
贛,komX;kuwngH;komH,古禫;古送;古暗,咸開一上覃見;通開一去東見;咸開一去覃見,2005;2094;3103
㔶,komX;kuwngH,古禫;古送,咸開一上覃見;通開一去東見,2005;2094
𧆐,komX;kuwngH;komH,古禫;古送;古暗,咸開一上覃見;通開一去東見;咸開一去覃見,2005;2094;3103
䃭,komX,古禫,咸開一上覃見,2005
灨,komX;komH,古禫;古暗,咸開一上覃見;咸開一去覃見,2005;3103
禫,domX,徒感,咸開一上覃定,2006
䨢,domX,徒感,咸開一上覃定,2006
黮,domX;thomX,徒感;他感,咸開一上覃定;咸開一上覃透,2006;2009
窞,domX,徒感,咸開一上覃定,2006
髧,domX,徒感,咸開一上覃定,2006
萏,domX,徒感,咸開一上覃定,2006
𧂄,domX,徒感,咸開一上覃定,2006
𥥦,domX,徒感,咸開一上覃定,2006
醰,domX;domH,徒感;徒紺,咸開一上覃定;咸開一去覃定,2006;3109
嘾,domX,徒感,咸開一上覃定,2006
贉,domX;domH,徒感;徒紺,咸開一上覃定;咸開一去覃定,2006;3109
𣛱,domX,徒感,咸開一上覃定,2006
晻,'omX;'jemX,烏感;衣儉,咸開一上覃影;咸開三上鹽影,2007;2046
黭,'omX,烏感,咸開一上覃影,2007
揞,'omX;'eamH,烏感;於陷,咸開一上覃影;咸開二去咸影,2007;3158
唵,'omX,烏感,咸開一上覃影,2007
罯,'omX;'op,烏感;烏合,咸開一上覃影;咸開一入覃影,2007;3783
黤,'omX;'aemX,烏感;於檻,咸開一上覃影;咸開二上銜影,2007;2082
腩,nomX,奴感,咸開一上覃泥,2008
湳,nomX,奴感,咸開一上覃泥,2008
䈒,nomX,奴感,咸開一上覃泥,2008
𦐃,nomX,奴感,咸開一上覃泥,2008
揇,nomX,奴感,咸開一上覃泥,2008
萳,nomX,奴感,咸開一上覃泥,2008
𥁺,thomX,他感,咸開一上覃透,2009
醓,thomX,他感,咸開一上覃透,2009
䏙,thomX,他感,咸開一上覃透,2009
嗿,thomX,他感,咸開一上覃透,2009
忐,thomX,他感,咸開一上覃透,2009
歜,dzomX;tsyhowk,徂感;尺玉,咸開一上覃從;通開三入鍾昌,2010;3248
㣅,dzomX,徂感,咸開一上覃從,2010
㔆,dzomX,徂感,咸開一上覃從,2010
慘,tshomX,七感,咸開一上覃清,2011
憯,tshomX;tshemX,七感;青忝,咸開一上覃清;咸開四上添清,2011;2059
黲,tshomX;tshamX,七感;倉敢,咸開一上覃清;咸開一上談清,2011;2026
噆,tshomX;tsop,七感;子荅,咸開一上覃清;咸開一入覃精,2011;3780
䫩,tshomX;somX,七感;桑感,咸開一上覃清;咸開一上覃心,2011;2014
㜝,ngomX,五感,咸開一上覃疑,2012
昝,tsomX,子感,咸開一上覃精,2013
寁,tsomX;dzjep,子感;疾葉,咸開一上覃精;咸開三入鹽從,2013;3810
糂,somX,桑感,咸開一上覃心,2014
糝,somX,桑感,咸開一上覃心,2014
糣,somX,桑感,咸開一上覃心,2014
𢕕,somX,桑感,咸開一上覃心,2014
㧲,somX,桑感,咸開一上覃心,2014
䊉,somX,桑感,咸開一上覃心,2014
坎,khomX,苦感,咸開一上覃溪,2015
歁,khomX;khop,苦感;口荅,咸開一上覃溪;咸開一入覃溪,2015;3782
惂,khomX,苦感,咸開一上覃溪,2015
輡,khomX,苦感,咸開一上覃溪,2015
錎,khomX;heamH,苦感;戸韽,咸開一上覃溪;咸開二去咸匣,2015;3157
轗,khomX;khomH,苦感;苦紺,咸開一上覃溪;咸開一去覃溪,2015;3102
埳,khomX,苦感,咸開一上覃溪,2015
顑,khomX;ngeamH,苦感;玉陷,咸開一上覃溪;咸開二去咸疑,2015;3166
竷,khomX;khomH,苦感;苦紺,咸開一上覃溪;咸開一去覃溪,2015;3102
臽,khomX;heamH,苦感;戸韽,咸開一上覃溪;咸開二去咸匣,2015;3157
頜,homX;kop,胡感;古沓,咸開一上覃匣;咸開一入覃見,2016;3774
𡣊,homX,胡感,咸開一上覃匣,2016
撼,homX,胡感,咸開一上覃匣,2016
菡,homX,胡感,咸開一上覃匣,2016
蜭,homX;homH,胡感;胡紺,咸開一上覃匣;咸開一去覃匣,2016;3104
𢇞,homX,胡感,咸開一上覃匣,2016
𢃗,homX,胡感,咸開一上覃匣,2016
莟,homX;homH,胡感;胡紺,咸開一上覃匣;咸開一去覃匣,2016;3104
𡻡,homX,胡感,咸開一上覃匣,2016
壈,lomX,盧感,咸開一上覃來,2017
𨎹,lomX,盧感,咸開一上覃來,2017
浨,lomX,盧感,咸開一上覃來,2017
醂,lomX,盧感,咸開一上覃來,2017
𠓭,lomX,盧感,咸開一上覃來,2017
纜,lomX;lamH,盧感;盧𣊟,咸開一上覃來;咸開一去談來,2017;3117
漤,lomX,盧感,咸開一上覃來,2017
黕,tomX,都感,咸開一上覃端,2018
衴,tomX,都感,咸開一上覃端,2018
丼,tomX,都感,咸開一上覃端,2018
瓭,tomX,都感,咸開一上覃端,2018
𥴶,tomX,都感,咸開一上覃端,2018
䫲,xomX;xomH,呼唵;呼紺,咸開一上覃曉;咸開一去覃曉,2019;3114
敢,kamX,古覽,咸開一上談見,2020
𠭖,kamX,古覽,咸開一上談見,2020
𣪏,kamX,古覽,咸開一上談見,2020
𢽤,kamX,古覽,咸開一上談見,2020
橄,kamX,古覽,咸開一上談見,2020
澉,kamX;thamH,古覽;吐濫,咸開一上談見;咸開一去談透,2020;3118
㶒,syamX;thomH,賞敢;他紺,咸開一上談書;咸開一去覃透,2021;3106
覽,lamX,盧敢,咸開一上談來,2022
爁,lamX;lamH;ljemH,盧敢;盧𣊟;力驗,咸開一上談來;咸開一去談來;咸開三去鹽來,2022;3117;3135
擥,lamX,盧敢,咸開一上談來,2022
攬,lamX,盧敢,咸開一上談來,2022
欖,lamX,盧敢,咸開一上談來,2022
罱,lamX,盧敢,咸開一上談來,2022
𦵹,thamX,吐敢,咸開一上談透,2023
菼,thamX,吐敢,咸開一上談透,2023
毯,thamX,吐敢,咸開一上談透,2023
𦃖,thamX,吐敢,咸開一上談透,2023
膽,tamX,都敢,咸開一上談端,2024
紞,tamX,都敢,咸開一上談端,2024
䃫,tamX,都敢,咸開一上談端,2024
黵,tamX,都敢,咸開一上談端,2024
𪆻,tamX,都敢,咸開一上談端,2024
噉,damX,徒敢,咸開一上談定,2025
啖,damX;damH,徒敢;徒濫,咸開一上談定;咸開一去談定,2025;3122
啗,damX;damH,徒敢;徒濫,咸開一上談定;咸開一去談定,2025;3122
𥲄,damX,徒敢,咸開一上談定,2025
憺,damX;damH,徒敢;徒濫,咸開一上談定;咸開一去談定,2025;3122
㛧,mamX,謨敢,咸開一上談明,2027
𩛎,mamX,謨敢,咸開一上談明,2027
䭕,tsamX,子敢,咸開一上談精,2028
㟛,dzamX,才敢,咸開一上談從,2029
喊,xamX;heamX;xeamX,呼覽;下斬;呼豏,咸開一上談曉;咸開二上咸匣;咸開二上咸曉,2030;2065;2076
嚂,xamX;khamH;lamH,呼覽;苦濫;盧𣊟,咸開一上談曉;咸開一去談溪;咸開一去談來,2030;3116;3117
𡒓,xamX,呼覽,咸開一上談曉,2030
㯺,xamX;haemH,呼覽;胡懺,咸開一上談曉;咸開二去銜匣,2030;3173
埯,'amX;'jaemX,烏敢;於广,咸開一上談影;咸開三上嚴影,2031;2064
揜,'amX;'jemX,烏敢;衣儉,咸開一上談影;咸開三上鹽影,2031;2046
䖔,khamX;xamH,口敢;呼濫,咸開一上談溪;咸開一去談曉,2032;3120
琰,yemX,以冉,咸開三上鹽以,2033
剡,yemX;dzyemX,以冉;時染,咸開三上鹽以;咸開三上鹽常,2033;2051
𨁹,yemX,以冉,咸開三上鹽以,2033
棪,yemX,以冉,咸開三上鹽以,2033
燄,yemX,以冉,咸開三上鹽以,2033
扊,yemX,以冉,咸開三上鹽以,2033
夵,yemX,以冉,咸開三上鹽以,2033
䎦,yemX,以冉,咸開三上鹽以,2033
䌪,yemX,以冉,咸開三上鹽以,2033
斂,ljemX;ljemH,良冉;力驗,咸開三上鹽來;咸開三去鹽來,2034;3135
撿,ljemX,良冉,咸開三上鹽來,2034
瀲,ljemX;ljemH,良冉;力驗,咸開三上鹽來;咸開三去鹽來,2034;3135
澰,ljemX,良冉,咸開三上鹽來,2034
嬚,ljemX,良冉,咸開三上鹽來,2034
䭑,ljemX,良冉,咸開三上鹽來,2034
羷,ljemX,良冉,咸開三上鹽來,2034
䌞,ljemX,良冉,咸開三上鹽來,2034
㰈,ljemX,良冉,咸開三上鹽來,2034
㯬,ljemX,良冉,咸開三上鹽來,2034
險,xjemX,虚檢,咸開三上鹽曉,2035
玁,xjemX,虚檢,咸開三上鹽曉,2035
㛍,xjemX;khep;xep,虚檢;苦協;呼牒,咸開三上鹽曉;咸開四入添溪;咸開四入添曉,2035;3829;3837
嶮,xjemX;ngjemX,虚檢;魚檢,咸開三上鹽曉;咸開三上鹽疑,2035;2039
貶,pjemX,方斂,咸開三上鹽幫,2036
𦥘,pjemX,方斂,咸開三上鹽幫,2036
颭,tsyemX,占琰,咸開三上鹽章,2037
𩑳,khjemX,丘檢,咸開三上鹽溪,2038
嵰,khjemX,丘檢,咸開三上鹽溪,2038
广,ngjemX;ngjaemX,魚檢;魚掩,咸開三上鹽疑;咸開三上嚴疑,2039;2062
隒,ngjemX,魚檢,咸開三上鹽疑,2039
嬐,ngjemX,魚檢,咸開三上鹽疑,2039
䲓,ngjemX,魚檢,咸開三上鹽疑,2039
噞,ngjemX;ngjemH,魚檢;魚窆,咸開三上鹽疑;咸開三去鹽疑,2039;3131
儉,gjemX,巨險,咸開三上鹽群,2040
芡,gjemX,巨險,咸開三上鹽群,2040
檢,kjemX,居奄,咸開三上鹽見,2041
瞼,kjemX,居奄,咸開三上鹽見,2041
黶,'jiemX,於琰,咸開三上鹽影,2042
𧞣,'jiemX,於琰,咸開三上鹽影,2042
檿,'jiemX,於琰,咸開三上鹽影,2042
厭,'jiemX;'jiemH;'jiep,於琰;於豔;於葉,咸開三上鹽影;咸開三去鹽影;咸開三入鹽影,2042;3129;3825
魘,'jiemX;'jiep,於琰;於葉,咸開三上鹽影;咸開三入鹽影,2042;3825
厴,'jiemX,於琰,咸開三上鹽影,2042
擪,'jiemX;'jiep,於琰;於葉,咸開三上鹽影;咸開三入鹽影,2042;3825
酓,'jiemX;'emH,於琰;於念,咸開三上鹽影;咸開四去添影,2042;3147
姌,nyemX;nemX,而琰;乃玷,咸開三上鹽日;咸開四上添泥,2043;2053
苒,nyemX,而琰,咸開三上鹽日,2043
染,nyemX;nyemH,而琰;而豔,咸開三上鹽日;咸開三去鹽日,2043;3128
𩃵,nyemX,而琰,咸開三上鹽日,2043
䎃,nyemX,而琰,咸開三上鹽日,2043
䣸,nyemX,而琰,咸開三上鹽日,2043
𥬕,nyemX,而琰,咸開三上鹽日,2043
𡜉,nyemX,而琰,咸開三上鹽日,2043
閃,syemX;syemH,失冉;舒贍,咸開三上鹽書;咸開三去鹽書,2044;3132
陝,syemX,失冉,咸開三上鹽書,2044
睒,syemX;thamH,失冉;吐濫,咸開三上鹽書;咸開一去談透,2044;3118
𧴭,syemX,失冉,咸開三上鹽書,2044
𧵏,syemX,失冉,咸開三上鹽書,2044
覢,syemX,失冉,咸開三上鹽書,2044
㴸,syemX,失冉,咸開三上鹽書,2044
㚒,syemX;syek,失冉;施隻,咸開三上鹽書;梗開三入清書,2044;3651
𡟨,syemX,失冉,咸開三上鹽書,2044
諂,trhjemX,丑琰,咸開三上鹽徹,2045
讇,trhjemX,丑琰,咸開三上鹽徹,2045
奄,'jemX,衣儉,咸開三上鹽影,2046
𩃗,'jemX,衣儉,咸開三上鹽影,2046
㭺,'jemX,衣儉,咸開三上鹽影,2046
掩,'jemX,衣儉,咸開三上鹽影,2046
裺,'jemX;'jaemH,衣儉;於劔,咸開三上鹽影;咸開三去嚴影,2046;3180
渰,'jemX,衣儉,咸開三上鹽影,2046
罨,'jemX;'op;'jaep,衣儉;烏合;於業,咸開三上鹽影;咸開一入覃影;咸開三入嚴影,2046;3783;3862
𣃰,'jemX,衣儉,咸開三上鹽影,2046
𤗎,'jemX,衣儉,咸開三上鹽影,2046
𡹮,'jemX,衣儉,咸開三上鹽影,2046
𣄉,'jemX;'jiep,衣儉;於葉,咸開三上鹽影;咸開三入鹽影,2046;3825
𥕌,dzjemX,慈染,咸開三上鹽從,2047
蔪,dzjemX,慈染,咸開三上鹽從,2047
𦾶,dzjemX,慈染,咸開三上鹽從,2047
䟅,dzjemX,慈染,咸開三上鹽從,2047
䤔,dzjemX,慈染,咸開三上鹽從,2047
䤘,tshjemX;tsrheamX,七漸;初減,咸開三上鹽清;咸開二上咸初,2048;2072
𩟗,tsjemX,子冉,咸開三上鹽精,2049
脥,khjiemX,謙琰,咸開三上鹽溪,2050
忝,themX;themH,他玷;他念,咸開四上添透;咸開四去添透,2052;3141
䄼,themX,他玷,咸開四上添透,2052
栝,themX;kwat,他玷;古活,咸開四上添透;山合一入桓見,2052;3410
悿,themX,他玷,咸開四上添透,2052
餂,themX,他玷,咸開四上添透,2052
舔,themX,他玷,咸開四上添透,2052
𨸱,nemX;themH,乃玷;他念,咸開四上添泥;咸開四去添透,2053;3141
點,temX,多忝,咸開四上添端,2054
玷,temX,多忝,咸開四上添端,2054
𦒻,temX;temH,多忝;都念,咸開四上添端;咸開四去添端,2054;3143
㓠,temX,多忝,咸開四上添端,2054
䍄,temX,多忝,咸開四上添端,2054
簟,demX,徒玷,咸開四上添定,2055
扂,demX,徒玷,咸開四上添定,2055
𠂼,demX,徒玷,咸開四上添定,2055
驔,demX,徒玷,咸開四上添定,2055
㶘,demX,徒玷,咸開四上添定,2055
嗛,khemX,苦簟,咸開四上添溪,2056
歉,khemX;kheamX;kheamH,苦簟;苦減;口陷,咸開四上添溪;咸開二上咸溪;咸開二去咸溪,2056;2067;3161
慊,khemX,苦簟,咸開四上添溪,2056
膁,khemX,苦簟,咸開四上添溪,2056
𤬓,lemX,力忝,咸開四上添來,2057
鼸,hemX,胡忝,咸開四上添匣,2058
㺌,hemX;heamX,胡忝;下斬,咸開四上添匣;咸開二上咸匣,2058;2065
𡕢,memX;mjomX,明忝;亡范,咸開四上添明;咸合三上凡明,2061;2087
厸,memX,明忝,咸開四上添明,2061
儼,ngjaemX,魚掩,咸開三上嚴疑,2062
𠆲,ngjaemX,魚掩,咸開三上嚴疑,2062
㢂,ngjaemX,魚掩,咸開三上嚴疑,2062
𢇘,ngjaemX,魚掩,咸開三上嚴疑,2062
曮,ngjaemX,魚掩,咸開三上嚴疑,2062
𣃧,'jaemX,於广,咸開三上嚴影,2064
豏,heamX,下斬,咸開二上咸匣,2065
餡,heamX,下斬,咸開二上咸匣,2065
減,heamX;keamX,下斬;古斬,咸開二上咸匣;咸開二上咸見,2065;2068
㺝,heamX;haemX,下斬;胡黤,咸開二上咸匣;咸開二上銜匣,2065;2079
𡞣,heamX,下斬,咸開二上咸匣,2065
𥻇,heamX,下斬,咸開二上咸匣,2065
㴴,dreamX,徒減,咸開二上咸澄,2066
偡,dreamX,徒減,咸開二上咸澄,2066
㦿,kheamX,苦減,咸開二上咸溪,2067
𣓅,kheamX,苦減,咸開二上咸溪,2067
槏,kheamX,苦減,咸開二上咸溪,2067
碱,keamX,古斬,咸開二上咸見,2068
堿,keamX,古斬,咸開二上咸見,2068
鹻,keamX,古斬,咸開二上咸見,2068
𥳒,keamX,古斬,咸開二上咸見,2068
瀺,dzreamX,士減,咸開二上咸崇,2069
嶄,dzreamX,士減,咸開二上咸崇,2069
醶,leamX;tsrhaemX,力減;初檻,咸開二上咸來;咸開二上銜初,2070;2083
斬,tsreamX,側減,咸開二上咸莊,2071
闞,xeamX;khamH;xaemH,火斬;苦濫;許鑑,咸開二上咸曉;咸開一去談溪;咸開二去銜曉,2073;3116;3171
𧀵,sreamX,所斬,咸開二上咸生,2074
𦊔,nreamX,女減,咸開二上咸娘,2077
𦌫,nreamX,女減,咸開二上咸娘,2077
𠐩,trheamX,丑減,咸開二上咸徹,2078
旵,trheamX,丑減,咸開二上咸徹,2078
檻,haemX,胡黤,咸開二上銜匣,2079
艦,haemX,胡黤,咸開二上銜匣,2079
壏,haemX,胡黤,咸開二上銜匣,2079
𥽏,haemX,胡黤,咸開二上銜匣,2079
㔋,haemX;lamH;kaemH,胡黤;盧𣊟;格懺,咸開二上銜匣;咸開一去談來;咸開二去銜見,2079;3117;3167
濫,haemX;lamH,胡黤;盧𣊟,咸開二上銜匣;咸開一去談來,2079;3117
𨏊,haemX,胡黤,咸開二上銜匣,2079
轞,haemX,胡黤,咸開二上銜匣,2079
𪒠,'aemX;'aemH,於檻;,咸開二上銜影;咸開二去銜影,2082;3175
㺖,xaemX;hamH;tsrhaemH,荒檻;下瞰;楚鑑,咸開二上銜曉;咸開一去談匣;咸開二去銜初,2084;3121;3168
豃,xaemX,荒檻,咸開二上銜曉,2084
範,bjomX,防錽,咸合三上凡並,2086
軓,bjomX,防錽,咸合三上凡並,2086
笵,bjomX,防錽,咸合三上凡並,2086
犯,bjomX,防錽,咸合三上凡並,2086
𧍙,bjomX,防錽,咸合三上凡並,2086
錽,mjomX,亡范,咸合三上凡明,2087
𢨔,mjomX,亡范,咸合三上凡明,2087
𦜒,pjomX,府犯,咸合三上凡幫,2088
凵,khjomX,丘犯,咸合三上凡溪,2089
㧄,khjomX,丘犯,咸合三上凡溪,2089
釩,phjomX,峯犯,咸合三上凡滂,2090
𠑆,trhjomX,丑犯,咸合三上凡徹,2091
𨇧,trhjomX,丑犯,咸合三上凡徹,2091
送,suwngH,蘇弄,通開一去東心,2092
鳳,bjuwngH,馮貢,通開三去東並,2093
貢,kuwngH,古送,通開一去東見,2094
𣹟,kuwngH,古送,通開一去東見,2094
羾,kuwngH,古送,通開一去東見,2094
䇨,kuwngH,古送,通開一去東見,2094
㯯,kuwngH,古送,通開一去東見,2094
弄,luwngH,盧貢,通開一去東來,2095
𢙱,luwngH,盧貢,通開一去東來,2095
梇,luwngH,盧貢,通開一去東來,2095
哢,luwngH,盧貢,通開一去東來,2095
㢅,luwngH,盧貢,通開一去東來,2095
㳥,luwngH,盧貢,通開一去東來,2095
棟,tuwngH,多貢,通開一去東端,2096
㼯,tuwngH,多貢,通開一去東端,2096
𩭩,tuwngH,多貢,通開一去東端,2096
腖,tuwngH,多貢,通開一去東端,2096
鞚,khuwngH,苦貢,通開一去東溪,2097
𤗇,khuwngH,苦貢,通開一去東溪,2097
糉,tsuwngH,作弄,通開一去東精,2098
粽,tsuwngH,作弄,通開一去東精,2098
傯,tsuwngH,作弄,通開一去東精,2098
瓮,'uwngH,烏貢,通開一去東影,2099
甕,'uwngH,烏貢,通開一去東影,2099
𦉥,'uwngH,烏貢,通開一去東影,2099
𪖵,'uwngH,烏貢,通開一去東影,2099
𧩪,tshuwngH,千弄,通開一去東清,2100
謥,tshuwngH,千弄,通開一去東清,2100
憁,tshuwngH,千弄,通開一去東清,2100
㓊,duwngH,徒弄,通開一去東定,2101
胴,duwngH,徒弄,通開一去東定,2101
慟,duwngH,徒弄,通開一去東定,2101
駧,duwngH,徒弄,通開一去東定,2101
迵,duwngH,徒弄,通開一去東定,2101
戙,duwngH,徒弄,通開一去東定,2101
𩐵,duwngH,徒弄,通開一去東定,2101
痛,thuwngH,他貢,通開一去東透,2102
仲,drjuwngH,直衆,通開三去東澄,2103
𩿀,drjuwngH,直衆,通開三去東澄,2103
諷,pjuwngH,方鳳,通開三去東幫,2104
䛪,khjuwngH,去仲,通開三去東溪,2105
䠻,khjuwngH,去仲,通開三去東溪,2105
㝱,mjuwngH,莫鳳,通開三去東明,2106
鄸,mjuwngH,莫鳳,通開三去東明,2106
䠢,mjuwngH,莫鳳,通開三去東明,2106
𧽒,xjuwngH,香仲,通開三去東曉,2107
䠗,xjuwngH;khjiwH,香仲;丘謬,通開三去東曉;流開三去幽溪,2107;3081
賵,phjuwngH,撫鳳,通開三去東滂,2110
𣀒,dzuwngH,徂送,通開一去東從,2111
𠏭,dzuwngH,徂送,通開一去東從,2111
哄,huwngH,胡貢,通開一去東匣,2113
閧,huwngH;haewngH,胡貢;胡絳,通開一去東匣;江開二去江匣,2113;2142
蕻,huwngH,胡貢,通開一去東匣,2113
齈,nuwngH,奴凍,通開一去東泥,2114
癑,nuwngH,奴凍,通開一去東泥,2114
銃,tsyhuwngH,充仲,通開三去東昌,2116
戇,xuwngH;traewngH,呼貢;陟降,通開一去東曉;江開二去江知,2118;2143
宋,sowngH,蘇統,通開一去冬心,2119
綜,tsowngH,子宋,通開一去冬精,2120
䝋,tsowngH,子宋,通開一去冬精,2120
錝,tsowngH,子宋,通開一去冬精,2120
